UDI,Type_L,Type_M,Type_H,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Temp_diff_K,Power_proxy,wear_raw,RUL,Machine failure,split
2653,1,0,0,-0.05246083808549298,-0.3407519172673904,1.6254840919186324,-1.662626470210041,0.9277000131436003,-0.40021227570143036,-1.7438006007096916,167,86.0,0,train
2654,1,0,0,-0.05246083808549298,-0.3407519172673904,1.6725299294197662,-1.4003744336239716,0.9591213755085378,-0.40021227570143036,-1.2847011000715287,169,84.0,0,train
2655,1,0,0,-0.05246083808549298,-0.3407519172673904,0.24771313652829083,-0.45223245519741395,0.9905427378734755,-0.40021227570143036,-0.4032308256255221,171,82.0,0,val
2656,0,1,0,-0.10245687171311416,-0.4081528028729574,1.4843465794152317,-1.3095948824980248,1.021964100238413,-0.40021227570148715,-1.2037004553838921,173,80.0,0,train
2657,1,0,0,-0.05246083808549298,-0.3407519172673904,-1.2174286599355848,1.1414529979025447,1.0690961437858195,-0.40021227570143036,0.8979169104573158,176,77.0,0,train
2658,0,1,0,-0.002464804457843392,-0.3407519172673904,-0.7066452813518483,0.08235823476649605,1.100517506150757,-0.5001080088471117,-0.1625100598782743,178,75.0,0,train
2659,1,0,0,-0.002464804457843392,-0.4081528028729574,-0.9082702992138495,0.4555630560620563,1.1476495496981634,-0.6000037419927929,0.21488910999223848,181,72.0,0,train
2660,0,0,1,-0.10245687171311416,-0.47555368847848606,0.4358964865328253,-0.7951774261176581,1.179070912063101,-0.5001080088471117,-0.8277389966366963,183,70.0,0,train
2661,1,0,0,-0.10245687171311416,-0.47555368847848606,-1.6072370278021204,1.6558704542829115,1.2576243179754452,-0.5001080088471117,1.2438014525047356,188,65.0,0,train
2662,0,1,0,-0.05246083808549298,-0.4081528028729574,-0.14209523133824487,0.2840905706019339,1.2890456803403827,-0.5001080088471117,0.4552456555882466,190,63.0,0,test
2663,0,1,0,-0.05246083808549298,-0.4081528028729574,-0.3168369134853126,-0.1899804186113446,1.336177723887789,-0.5001080088471117,-0.31947936032194,193,60.0,0,train
2664,1,0,0,-0.05246083808549298,-0.47555368847848606,0.6039173347511596,-0.896043594035377,1.3833097674351955,-0.6000037419927362,-0.9060942528574311,196,57.0,0,val
2665,0,1,0,-0.05246083808549298,-0.4081528028729574,-0.2899535777703791,0.22357086985130312,1.414731129800133,-0.5001080088471117,0.2794806783924261,198,55.0,0,train
2666,1,0,0,-0.10245687171311416,-0.4081528028729574,2.455507082117204,-2.429209346384705,1.4618631733475393,-0.40021227570148715,-2.846386053551324,201,52.0,0,val
2667,0,0,1,-0.15245290534076375,-0.542954574084053,1.0810965436912292,-1.2389885649556216,1.493284535712477,-0.5001080088471117,-1.2455186795907507,203,50.0,0,train
2668,0,1,0,-0.10245687171311416,-0.47555368847848606,0.8929131936866948,-0.4824923055727293,1.5718379416248212,-0.5001080088471117,-0.12440113036957066,208,45.0,0,test
2669,0,1,0,-0.10245687171311416,-0.47555368847848606,0.7383340133258272,-0.896043594035377,1.6189699851722275,-0.5001080088471117,-0.8464771649439178,211,42.0,0,val
2670,0,0,1,-0.15245290534076375,-0.47555368847848606,-0.24290774026924547,-0.22024026898666071,1.6661020287196338,-0.40021227570143036,-0.32226851990117406,214,39.0,0,train
2671,1,0,0,-0.10245687171311416,-0.4081528028729574,-0.4243702563450466,0.6270355415221788,1.7446554346319778,-0.40021227570148715,0.7610180572951449,219,34.0,0,train
2672,0,1,0,-0.15245290534076375,-0.47555368847848606,-0.881386963498916,0.193311019475987,1.7760767969969153,-0.40021227570143036,-0.11668541400777423,221,32.0,1,test
2673,1,0,0,-0.15245290534076375,-0.47555368847848606,-0.5722286027771808,0.26391733701839054,-1.6959837443286894,-0.40021227570143036,0.16500053401316508,0,253.0,0,train
2674,1,0,0,-0.10245687171311416,-0.4081528028729574,-0.3369994152715127,0.09244485155826809,-1.6645623819637516,-0.40021227570148715,0.06675694058655558,2,251.0,0,train
2675,1,0,0,-0.15245290534076375,-0.47555368847848606,0.10657562402488997,-0.2807599697372915,-1.633141019598814,-0.40021227570143036,-0.2227789101676898,4,249.0,0,train
2676,1,0,0,-0.15245290534076375,-0.47555368847848606,0.2947589740294244,-0.42197260482209853,-1.6017196572338765,-0.40021227570143036,-0.3341535985205883,6,247.0,0,train
2677,1,0,0,-0.15245290534076375,-0.47555368847848606,0.41573398474662515,-0.5833584734904482,-1.5702982948689388,-0.40021227570143036,-0.5165320468836635,8,245.0,0,train
2678,1,0,0,-0.10245687171311416,-0.3407519172673904,-0.23618690634051212,-0.038681166734766216,-1.5388769325040013,-0.3003165425558058,-0.06072011234748405,10,243.0,0,train
2679,1,0,0,-0.10245687171311416,-0.27335103166182345,-0.5587869349197141,0.31435042097725,-1.5074555701390637,-0.20042080941012452,0.24251233304155487,12,241.0,0,val
2680,1,0,0,-0.10245687171311416,-0.3407519172673904,-0.36388275098644624,0.4454764392702843,-1.4760342077741262,-0.3003165425558058,0.5462240154716985,14,239.0,0,val
2681,1,0,0,-0.10245687171311416,-0.3407519172673904,0.7450548472545605,-1.2995082657062527,-1.4446128454091884,-0.3003165425558058,-1.4726386981114268,16,237.0,0,train
2682,1,0,0,-0.10245687171311416,-0.3407519172673904,0.0998547900961566,-0.785090809325886,-1.413191483044251,-0.3003165425558058,-0.9667656622613756,18,235.0,0,train
2683,0,1,0,-0.05246083808549298,-0.27335103166182345,-1.116616151004584,0.4454764392702843,-1.3817701206793134,-0.300316542555749,0.06959402386989949,20,233.0,0,val
2684,1,0,0,-0.10245687171311416,-0.3407519172673904,0.4022923168891584,-1.1582956306214465,-1.3346380771319069,-0.3003165425558058,-1.3917530703136558,23,230.0,0,train
2685,1,0,0,-0.10245687171311416,-0.4081528028729574,-0.4714160938461802,-0.2605867361537481,-1.3032167147669693,-0.40021227570148715,-0.5014264953480211,25,228.0,0,train
2686,1,0,0,-0.10245687171311416,-0.4081528028729574,0.5299881615350925,-0.7548309589505707,-1.2717953524020318,-0.40021227570148715,-0.7229777794510531,27,226.0,0,val
2687,1,0,0,-0.10245687171311416,-0.4081528028729574,0.6912881758246935,-1.2591617985391652,-1.240373990037094,-0.40021227570148715,-1.4308108891637468,29,224.0,0,val
2688,1,0,0,-0.05246083808549298,-0.4081528028729574,-1.224149493864318,1.292752249779123,-1.2089526276721565,-0.5001080088471117,1.0868033978386027,31,222.0,0,train
2689,1,0,0,-0.05246083808549298,-0.4081528028729574,-1.3988911760113858,1.4037050344886142,-1.177531265307219,-0.5001080088471117,1.0946053768677997,33,220.0,0,train
2690,1,0,0,-0.002464804457843392,-0.3407519172673904,0.7450548472545605,-0.996909761953096,-1.1461099029422812,-0.5001080088471117,-1.0007819074390378,35,218.0,0,train
2691,1,0,0,-0.002464804457843392,-0.3407519172673904,1.3297673990543641,-1.4104610504157438,-1.1146885405773437,-0.5001080088471117,-1.4288460172952147,37,216.0,0,val
2692,1,0,0,-0.002464804457843392,-0.27335103166182345,-0.666320277779448,0.7783347933987572,-1.0832671782124061,-0.40021227570143036,0.8073411096883929,39,214.0,0,train
2693,1,0,0,0.0475312291698062,-0.20595014605629477,0.7450548472545605,-0.9666499115777806,-1.0518458158474686,-0.40021227570148715,-0.9535962283718001,41,212.0,0,train
2694,0,1,0,0.0475312291698062,-0.27335103166182345,0.6173590026086264,-0.39171275444678244,-1.0204244534825309,-0.5001080088471117,-0.12281006339310083,43,210.0,0,train
2695,0,1,0,0.0475312291698062,-0.27335103166182345,0.6375215043948265,-0.20006703540311663,-0.9732924099351246,-0.5001080088471117,0.18349908379983398,46,207.0,0,train
2696,1,0,0,-0.002464804457843392,-0.3407519172673904,2.27740498300577,-1.7433194045442162,-0.9261603663877181,-0.5001080088471117,-1.668627478441897,49,204.0,0,train
2697,1,0,0,-0.002464804457843392,-0.27335103166182345,-0.5251827652760472,0.6068623079386347,-0.8947390040227805,-0.40021227570143036,0.6667617160505316,51,202.0,0,train
2698,1,0,0,-0.002464804457843392,-0.27335103166182345,0.5904756668936929,-1.1381223970379026,-0.8633176416578429,-0.40021227570143036,-1.2842506172528898,53,200.0,0,test
2699,1,0,0,-0.002464804457843392,-0.4081528028729574,2.455507082117204,-2.015658057922057,-0.8318962792929053,-0.6000037419927929,-2.101503128190771,55,198.0,0,val
2700,1,0,0,-0.05246083808549298,-0.4081528028729574,-1.1233369849333175,2.1097682099126467,-0.8004749169279677,-0.5001080088471117,2.2208986861329167,57,196.0,0,train
2701,1,0,0,-0.05246083808549298,-0.47555368847848606,-0.38404525277264634,0.04201176759940863,-0.7690535545630302,-0.6000037419927362,-0.03127578854196781,59,194.0,0,train
2702,1,0,0,-0.05246083808549298,-0.542954574084053,-1.3249620027953186,1.0910199139436854,-0.7376321921980925,-0.6998994751384175,0.7553630602100997,61,192.0,0,val
2703,1,0,0,-0.10245687171311416,-0.542954574084053,1.544834084773832,-1.4205476672075157,-0.7062108298331549,-0.6000037419927929,-1.3659701175021846,63,190.0,0,train
2704,0,1,0,-0.10245687171311416,-0.542954574084053,-1.0628494795747172,1.8374295565348058,-0.6747894674682173,-0.6000037419927929,1.9183755115647152,65,188.0,0,train
2705,0,1,0,-0.15245290534076375,-0.542954574084053,0.5232673276063592,-0.5631852399069049,-0.6276574239208109,-0.5001080088471117,-0.4332598186211875,68,185.0,0,train
2706,1,0,0,-0.15245290534076375,-0.542954574084053,-1.3720078402964524,2.50314626479175,-0.5805253803734045,-0.5001080088471117,2.500591008062858,71,182.0,0,train
2707,0,1,0,-0.20244893896838492,-0.6103554596895817,0.20066729902715721,-0.29084658652906353,-0.5491040180084669,-0.5001080088471117,-0.18781377564863935,73,180.0,0,train
2708,0,1,0,-0.20244893896838492,-0.6777563452951486,0.05952978652375635,-0.39171275444678244,-0.5019719744610606,-0.6000037419927929,-0.4099976526459304,76,177.0,0,test
2709,1,0,0,-0.20244893896838492,-0.6103554596895817,2.455507082117204,-2.489729047135336,-0.4548399309136541,-0.5001080088471117,-2.955393310921161,79,174.0,0,test
2710,1,0,0,-0.20244893896838492,-0.6103554596895817,0.7450548472545605,-0.42197260482209853,-0.4234185685487165,-0.5001080088471117,-0.10425400516150012,81,172.0,0,train
2711,1,0,0,-0.20244893896838492,-0.6103554596895817,0.2947589740294244,-0.07902763390185365,-0.3919972061837789,-0.5001080088471117,0.178783391315357,83,170.0,0,val
2712,1,0,0,-0.20244893896838492,-0.6103554596895817,-0.827620292069049,1.070846680360142,-0.36057584381884134,-0.5001080088471117,1.0887011765213803,85,168.0,0,train
2713,0,0,1,-0.15245290534076375,-0.542954574084053,-1.5333078545860532,1.5650909031569644,-0.32915448145390375,-0.5001080088471117,1.1909511916116313,87,166.0,0,train
2714,0,1,0,-0.20244893896838492,-0.542954574084053,0.8122631865418942,-0.9263034444106928,-0.25060107554155975,-0.40021227570148715,-0.8611609878833874,92,161.0,0,train
2715,0,1,0,-0.20244893896838492,-0.6103554596895817,-1.1031744831471173,1.534831052781649,-0.2034690319941533,-0.5001080088471117,1.4921229177239164,95,158.0,0,train
2716,0,1,0,-0.2524449725960345,-0.6777563452951486,1.148304882978563,-1.1482090138296743,-0.15633698844674693,-0.5001080088471117,-1.0722361502678548,98,155.0,0,test
2717,1,0,0,-0.2524449725960345,-0.6777563452951486,-0.216024404554312,0.4656496728538284,-0.10920494489934052,-0.5001080088471117,0.6685636473250882,101,152.0,0,train
2718,0,1,0,-0.2524449725960345,-0.6103554596895817,-0.7268077831380484,0.5362559903962312,-0.07778358253440293,-0.40021227570143036,0.43908578256217223,103,150.0,0,val
2719,1,0,0,-0.2524449725960345,-0.6103554596895817,-1.1636619885057178,0.737988326231669,-0.030651538986996525,-0.40021227570143036,0.4169929549672128,106,147.0,0,val
2720,1,0,0,-0.2524449725960345,-0.542954574084053,1.0743757097624957,-1.0876893130790433,0.0007698233779410748,-0.3003165425558058,-1.0052004729580304,108,145.0,0,test
2721,1,0,0,-0.20244893896838492,-0.542954574084053,0.19394646509842384,-0.08911425069362568,0.03219118574287867,-0.40021227570148715,0.10748250433969364,110,143.0,0,test
2722,0,1,0,-0.20244893896838492,-0.47555368847848606,0.15362146152602357,-0.7649175757423428,0.06361254810781627,-0.3003165425558058,-0.9123051649101576,112,141.0,0,train
2723,1,0,0,-0.20244893896838492,-0.47555368847848606,0.18722563116969046,-0.5228387727398175,0.11074459165522267,-0.3003165425558058,-0.538385255958071,115,138.0,0,test
2724,1,0,0,-0.15245290534076375,-0.4081528028729574,-1.130057818862051,1.2019726986531762,0.14216595402016027,-0.3003165425558058,1.040164048998225,117,136.0,0,test
2725,0,1,0,-0.10245687171311416,-0.47555368847848606,-0.40420775455884644,0.27400395381016257,0.17358731638509786,-0.5001080088471117,0.28116759277711767,119,134.0,0,train
2726,1,0,0,-0.10245687171311416,-0.4081528028729574,0.16706312938349033,-0.5228387727398175,0.22071935993250427,-0.40021227570148715,-0.5483917253763522,122,131.0,0,train
2727,0,1,0,-0.10245687171311416,-0.4081528028729574,-0.720086949209315,0.2941771873937059,0.2521407222974419,-0.40021227570148715,0.11608960159794643,124,129.0,0,train
2728,1,0,0,-0.15245290534076375,-0.47555368847848606,-0.646157775993248,-0.14963395144425717,0.29927276584484824,-0.40021227570143036,-0.4434388133742662,127,126.0,0,train
2729,1,0,0,-0.15245290534076375,-0.47555368847848606,1.6725299294197662,-1.4608941343746031,0.3306941282097859,-0.40021227570143036,-1.3870086236067123,129,124.0,0,val
2730,1,0,0,-0.15245290534076375,-0.47555368847848606,-0.7604119527817153,1.4743113520310176,0.3621154905747235,-0.40021227570143036,1.6804630748783433,131,122.0,0,val
2731,1,0,0,-0.20244893896838492,-0.542954574084053,-0.7066452813518483,0.5967756911468627,0.39353685293966106,-0.40021227570148715,0.534060979368443,133,120.0,0,test
2732,0,1,0,-0.15245290534076375,-0.542954574084053,0.44933815439029207,-0.7144844917834833,0.42495821530459865,-0.5001080088471117,-0.6991309442856483,135,118.0,0,train
2733,1,0,0,-0.15245290534076375,-0.542954574084053,-1.2375911617217847,1.7567366222006302,0.47209025885200506,-0.5001080088471117,1.6701307242721104,138,115.0,0,train
2734,1,0,0,-0.15245290534076375,-0.542954574084053,-0.7268077831380484,0.04201176759940863,0.5035116212169427,-0.5001080088471117,-0.22875978844068617,140,113.0,0,train
2735,0,0,1,-0.15245290534076375,-0.542954574084053,0.2813173061719577,-0.7245711085752553,0.5349329835818802,-0.5001080088471117,-0.7930326501198424,142,111.0,0,train
2736,1,0,0,-0.15245290534076375,-0.542954574084053,-0.7940161224253821,0.5463426071880032,0.6134863894942243,-0.5001080088471117,0.4092005606788385,147,106.0,0,train
2737,0,1,0,-0.15245290534076375,-0.6103554596895817,0.30820064188689117,-0.3614529040714671,0.6449077518591618,-0.6000037419927362,-0.23665761487810352,149,104.0,0,train
2738,0,1,0,-0.15245290534076375,-0.6103554596895817,-0.14881606526697824,0.1227047019335842,0.6920397954065682,-0.6000037419927362,0.21988275996055742,152,101.0,0,test
2739,0,1,0,-0.10245687171311416,-0.6103554596895817,-0.22946607241177874,0.4454764392702843,0.7391718389539746,-0.6998994751384175,0.631336513972019,155,98.0,0,train
2740,1,0,0,-0.10245687171311416,-0.542954574084053,0.2813173061719577,-0.462319071989186,0.7863038825013811,-0.6000037419927929,-0.4012851232386346,158,95.0,0,train
2741,1,0,0,-0.20244893896838492,-0.6777563452951486,-0.03456188847851089,0.2840905706019339,0.8177252448663187,-0.6000037419927929,0.5208819607380435,160,93.0,0,train
2742,1,0,0,-0.20244893896838492,-0.6777563452951486,-1.0225244760023169,1.2019726986531762,0.8491466072312562,-0.6000037419927929,1.119755736785011,162,91.0,0,train
2743,1,0,0,-0.20244893896838492,-0.6103554596895817,-1.0830119813609171,1.1515396146943166,0.8805679695961939,-0.5001080088471117,1.009377861477612,164,89.0,0,train
2744,1,0,0,-0.20244893896838492,-0.6103554596895817,-0.36388275098644624,0.5362559903962312,0.9119893319611314,-0.5001080088471117,0.6735477125525845,166,87.0,0,test
2745,1,0,0,-0.15245290534076375,-0.542954574084053,0.6039173347511596,-1.006996378744868,0.943410694326069,-0.5001080088471117,-1.0768943343074,168,85.0,0,val
2746,0,1,0,-0.15245290534076375,-0.6103554596895817,0.4896631579626923,-0.14963395144425717,0.9748320566910067,-0.6000037419927362,0.18019234821620664,170,83.0,0,train
2747,1,0,0,-0.15245290534076375,-0.542954574084053,-0.8007369563541156,0.6169489247304067,1.021964100238413,-0.5001080088471117,0.49951757344556474,173,80.0,0,train
2748,1,0,0,-0.15245290534076375,-0.542954574084053,0.5770339990362261,-0.8456105100765176,1.0533854626033508,-0.5001080088471117,-0.8405729645974986,175,78.0,0,train
2749,1,0,0,-0.15245290534076375,-0.542954574084053,0.6778465079672268,-0.49257892236450135,1.0848068249682883,-0.5001080088471117,-0.24799636327065647,177,76.0,0,train
2750,0,1,0,-0.15245290534076375,-0.542954574084053,1.0407715401188289,-1.117949163454359,1.1162281873332258,-0.5001080088471117,-1.0676450594140656,179,74.0,1,val
2751,0,0,1,-0.15245290534076375,-0.542954574084053,-0.49829942956111367,0.0621850011829527,1.1633602308806323,-0.5001080088471117,-0.06919302323422788,182,71.0,0,train
2752,1,0,0,-0.15245290534076375,-0.6103554596895817,-0.7604119527817153,1.0204135964012824,1.2419136367929762,-0.6000037419927362,1.0692920763566112,187,66.0,0,train
2753,0,1,0,-0.15245290534076375,-0.6103554596895817,2.156429972288569,-1.5415870687087783,1.273334999157914,-0.6000037419927362,-1.352963624206584,189,64.0,0,test
2754,1,0,0,-0.15245290534076375,-0.6103554596895817,1.2423965579808303,-1.2289019481638495,1.3204670427053202,-0.6000037419927362,-1.1653614920954591,192,61.0,0,train
2755,0,0,1,-0.20244893896838492,-0.6103554596895817,0.6711256740384934,-0.7750041925341148,1.3518884050702578,-0.5001080088471117,-0.6888081784202379,194,59.0,0,train
2756,1,0,0,-0.15245290534076375,-0.542954574084053,-0.3504410831289795,-0.11937410106894178,1.4304418109826018,-0.5001080088471117,-0.23857456304252517,199,54.0,0,train
2757,1,0,0,-0.15245290534076375,-0.542954574084053,1.685971597277233,-1.0473428459119554,1.4618631733475393,-0.5001080088471117,-0.6822330462162705,201,52.0,0,test
2758,1,0,0,-0.10245687171311416,-0.542954574084053,-0.612553606349581,-0.39171275444678244,1.493284535712477,-0.6000037419927929,-0.756006796324038,203,50.0,0,train
2759,0,1,0,-0.15245290534076375,-0.542954574084053,-0.7940161224253821,0.5362559903962312,1.5247058980774146,-0.5001080088471117,0.3956669066380219,205,48.0,0,train
2760,1,0,0,-0.15245290534076375,-0.6103554596895817,-0.3168369134853126,0.11261808514181217,1.5718379416248212,-0.6000037419927362,0.10694575885365573,208,45.0,0,train
2761,1,0,0,-0.10245687171311416,-0.542954574084053,-0.8746661295701826,0.26391733701839054,1.6032593039897587,-0.6000037419927929,-0.018738947546649946,210,43.0,0,val
2762,1,0,0,-0.10245687171311416,-0.47555368847848606,-1.5534703563722534,2.5334061151670655,1.6346806663546962,-0.5001080088471117,2.370248117623007,212,41.0,1,train
2763,1,0,0,-0.10245687171311416,-0.542954574084053,-0.3437202492002461,0.4454764392702843,1.6661020287196338,-0.6000037419927929,0.5589908902467456,214,39.0,0,train
2764,1,0,0,-0.10245687171311416,-0.542954574084053,-0.2630702420554456,0.7581615598152132,1.6975233910845715,-0.6000037419927929,1.0530746948856042,216,37.0,0,test
2765,0,1,0,-0.05246083808549298,-0.47555368847848606,-0.9485953027862497,1.292752249779123,-1.6959837443286894,-0.6000037419927362,1.2942938671556021,0,253.0,0,test
2766,0,1,0,-0.05246083808549298,-0.4081528028729574,-0.881386963498916,1.494484585614561,-1.6488517007812828,-0.5001080088471117,1.6130823468989224,3,250.0,0,train
2767,0,1,0,-0.05246083808549298,-0.4081528028729574,2.4118216615804373,-1.4104610504157438,-1.6017196572338765,-0.5001080088471117,-1.0276287664817636,6,247.0,0,train
2768,1,0,0,-0.002464804457843392,-0.3407519172673904,2.455507082117204,-1.8240123388783913,-1.55458761368647,-0.5001080088471117,-1.756313479852954,9,244.0,0,train
2769,1,0,0,-0.002464804457843392,-0.3407519172673904,0.9735632008314952,-0.9868231451613243,-1.5231662513215325,-0.5001080088471117,-0.8866372289885514,11,242.0,0,train
2770,0,1,0,-0.002464804457843392,-0.27335103166182345,-0.35716191705771283,-0.1899804186113446,-1.491744888956595,-0.40021227570143036,-0.34139007784127934,13,240.0,0,train
2771,1,0,0,-0.002464804457843392,-0.27335103166182345,-1.116616151004584,0.5967756911468627,-1.4446128454091884,-0.40021227570143036,0.26569782109023415,16,237.0,0,train
2772,1,0,0,-0.05246083808549298,-0.3407519172673904,-0.5319035992047806,-0.05885440031831029,-1.413191483044251,-0.40021227570143036,-0.25553955429765607,18,235.0,0,train
2773,1,0,0,-0.05246083808549298,-0.4081528028729574,-0.4243702563450466,0.1227047019335842,-1.3817701206793134,-0.5001080088471117,0.05797731799350457,20,233.0,0,test
2774,1,0,0,-0.05246083808549298,-0.4081528028729574,2.2034758097897025,-1.7634926381277598,-1.3503487583143756,-0.5001080088471117,-1.728177473169655,22,231.0,0,train
2775,1,0,0,0.0475312291698062,-0.4081528028729574,0.19394646509842384,-0.028594549942994183,-1.318927395949438,-0.6998994751384743,0.1971381699896943,24,229.0,0,train
2776,1,0,0,0.0475312291698062,-0.4081528028729574,0.20066729902715721,0.7783347933987572,-1.2875060335845006,-0.6998994751384743,1.3971189666951798,26,227.0,0,train
2777,1,0,0,0.0475312291698062,-0.4081528028729574,-0.5184619313473138,0.7682481766069852,-1.2560846712195628,-0.6998994751384743,0.8939967514610742,28,225.0,0,train
2778,1,0,0,0.0475312291698062,-0.4081528028729574,-0.4445327581312467,0.17313778589244366,-1.2246633088546253,-0.6998994751384743,0.11629088115521126,30,223.0,0,train
2779,1,0,0,-0.002464804457843392,-0.4081528028729574,-1.4929828510136531,1.0305002131930545,-1.1932419464896877,-0.6000037419927929,0.5584158057974206,32,221.0,0,test
2780,1,0,0,0.0475312291698062,-0.3407519172673904,-1.1905453242206512,1.1011065307354573,-1.1618205841247502,-0.6000037419927929,0.8657121812950321,34,219.0,0,train
2781,0,1,0,0.09752726279742736,-0.27335103166182345,0.1737839633122237,-0.42197260482209853,-1.1303992217598124,-0.6000037419927362,-0.39591766837825393,36,217.0,0,train
2782,1,0,0,0.09752726279742736,-0.3407519172673904,2.455507082117204,-2.237563627341039,-1.0832671782124061,-0.6998994751384175,-2.501196405213507,39,214.0,0,val
2783,0,1,0,0.09752726279742736,-0.27335103166182345,-0.2630702420554456,0.18322440268421497,-1.0518458158474686,-0.6000037419927362,0.23849632663709067,41,212.0,0,train
2784,0,1,0,0.09752726279742736,-0.27335103166182345,-0.014399386692310764,-0.49257892236450135,-1.004713772300062,-0.6000037419927362,-0.594513498212336,44,209.0,0,train
2785,1,0,0,0.09752726279742736,-0.27335103166182345,-0.6730411117081814,1.2826656329873518,-0.9575817287526557,-0.6000037419927362,1.488078157096987,47,206.0,0,val
2786,1,0,0,0.09752726279742736,-0.3407519172673904,-0.23618690634051212,-0.7447443421587987,-0.9261603663877181,-0.6998994751384175,-1.0637632393811116,49,204.0,0,train
2787,0,1,0,0.09752726279742736,-0.3407519172673904,0.6711256740384934,-1.17846886420499,-0.8947390040227805,-0.6998994751384175,-1.3137332800216948,51,202.0,0,train
2788,0,1,0,0.14752329642507697,-0.27335103166182345,-0.04128272240724426,-0.1597205682360292,-0.8476069604753741,-0.6998994751384175,-0.12593468890110868,54,199.0,0,val
2789,1,0,0,0.14752329642507697,-0.27335103166182345,-1.3720078402964524,1.2524057826120356,-0.8004749169279677,-0.6998994751384175,0.9246295831285312,57,196.0,0,train
2790,0,0,1,0.14752329642507697,-0.3407519172673904,-0.6192744402783145,0.4051299721031969,-0.7690535545630302,-0.7997952082840988,0.32937883911232146,59,194.0,0,val
2791,1,0,0,0.19751933005269812,-0.27335103166182345,-1.170382822434451,0.5967756911468627,-0.6905001486506861,-0.799795208284042,0.23050265279145296,64,189.0,0,train
2792,0,0,1,0.19751933005269812,-0.27335103166182345,-0.7671327867104486,0.33452365456079336,-0.6590787862857486,-0.799795208284042,0.14159459692557633,66,187.0,0,train
2793,1,0,0,0.19751933005269812,-0.20595014605629477,0.3619673133167582,-0.7447443421587987,-0.5805253803734045,-0.6998994751384175,-0.785671569168463,71,182.0,0,test
2794,1,0,0,0.14752329642507697,-0.27335103166182345,0.44933815439029207,-0.8254372764929738,-0.5491040180084669,-0.6998994751384175,-0.8675060863076235,73,180.0,0,val
2795,1,0,0,0.19751933005269812,-0.27335103166182345,0.15362146152602357,0.39504335531142487,-0.5176826556435293,-0.799795208284042,0.7994816222142642,75,178.0,0,train
2796,0,1,0,0.14752329642507697,-0.3407519172673904,-0.8410619599265158,0.949807278858879,-0.48626129327859174,-0.7997952082840988,0.9174026885486621,77,176.0,0,train
2797,1,0,0,0.09752726279742736,-0.3407519172673904,0.05952978652375635,-0.472405688780958,-0.43912924973118533,-0.6998994751384175,-0.5280049816477275,80,173.0,0,train
2798,0,1,0,0.14752329642507697,-0.27335103166182345,-0.8881077974276493,1.3835318009050708,-0.40770788736624775,-0.6998994751384175,1.4604357645660273,82,171.0,0,val
2799,1,0,0,0.14752329642507697,-0.27335103166182345,0.2544339704570242,-0.038681166734766216,-0.36057584381884134,-0.6998994751384175,0.21635557533802133,85,168.0,0,train
2800,1,0,0,0.14752329642507697,-0.27335103166182345,-0.8477827938552491,0.4656496728538284,-0.32915448145390375,-0.6998994751384175,0.2667329730990221,87,166.0,0,train
2801,0,1,0,0.09752726279742736,-0.3407519172673904,-0.20258273669684523,0.5766024575633193,-0.2977331190889661,-0.6998994751384175,0.8352614597031945,89,164.0,0,test
2802,0,1,0,0.09752726279742736,-0.3407519172673904,0.7517756811832939,-1.1280357802461307,-0.25060107554155975,-0.6998994751384175,-1.2024927780403065,92,161.0,0,test
2803,0,1,0,0.14752329642507697,-0.27335103166182345,-0.14209523133824487,0.6673820086892662,-0.2034690319941533,-0.6998994751384175,1.0048538638095785,95,158.0,0,test
2804,1,0,0,0.09752726279742736,-0.3407519172673904,-1.257753663507985,1.0305002131930545,-0.15633698844674693,-0.6998994751384175,0.7268197020418624,98,155.0,0,test
2805,1,0,0,0.0475312291698062,-0.3407519172673904,-0.5386244331335139,0.011751917224093241,-0.12491562608180933,-0.6000037419927929,-0.1620308228371682,100,153.0,0,test
2806,1,0,0,-0.002464804457843392,-0.4081528028729574,-0.4714160938461802,0.3546968881443374,-0.09349426371687172,-0.6000037419927929,0.35219052226893904,102,151.0,0,train
2807,1,0,0,-0.002464804457843392,-0.47555368847848606,-1.116616151004584,0.1227047019335842,-0.06207290135193413,-0.6998994751384175,-0.3487607435334807,104,149.0,0,val
2808,0,1,0,-0.05246083808549298,-0.47555368847848606,-0.5251827652760472,0.193311019475987,-0.030651538986996525,-0.6000037419927362,0.09616292542878326,106,147.0,0,train
2809,1,0,0,-0.05246083808549298,-0.47555368847848606,-0.3974869206301131,0.18322440268421497,0.016480504560409875,-0.6000037419927362,0.15836789336426577,109,144.0,0,train
2810,1,0,0,-0.05246083808549298,-0.542954574084053,0.4560589883190254,-0.5430120063233608,0.047901866925347474,-0.6998994751384175,-0.43559849538178136,111,142.0,0,train
2811,1,0,0,-0.10245687171311416,-0.6103554596895817,1.6254840919186324,-1.5315004519170063,0.07932322929028507,-0.6998994751384175,-1.5230065111316062,113,140.0,0,test
2812,1,0,0,-0.05246083808549298,-0.542954574084053,1.5515549187025655,-1.4508075175828312,0.11074459165522267,-0.6998994751384175,-1.4141238553924558,115,138.0,0,val
2813,0,1,0,-0.002464804457843392,-0.47555368847848606,-0.7872952884966488,0.07227161797472474,0.14216595402016027,-0.6998994751384175,-0.22298018972495395,117,136.0,0,val
